rep,test.strategy,location,infectious_period,gamma,R0,prop.testing,infections,missed.infections,hospitalizations,ICU,deaths,days.quarantine,days.false.quarantine,time.waiting,n.reflexes,n.tests,n.alt.tests,positive.tests,negative.tests,caught.infs
2764,,,,,,,,,,,,,,,,,,0,0,0
2765,,,,,,,,,,,,,,,,,,0,0,0
2766,,,,,,,,,,,,,,,,,,0,0,0
2767,,,,,,,,,,,,,,,,,,0,0,0
2768,,,,,,,,,,,,,,,,,,0,0,0
2769,,,,,,,,,,,,,,,,,,0,0,0
2770,,,,,,,,,,,,,,,,,,0,0,0
2771,,,,,,,,,,,,,,,,,,0,0,0
2772,,,,,,,,,,,,,,,,,,0,0,0
2773,,,,,,,,,,,,,,,,,,0,0,0
2774,,,,,,,,,,,,,,,,,,0,0,0
2775,,,,,,,,,,,,,,,,,,0,0,0
2776,,,,,,,,,,,,,,,,,,0,0,0
2777,,,,,,,,,,,,,,,,,,0,0,0
2778,,,,,,,,,,,,,,,,,,0,0,0
2779,,,,,,,,,,,,,,,,,,0,0,0
2780,,,,,,,,,,,,,,,,,,0,0,0
2781,,,,,,,,,,,,,,,,,,0,0,0
2782,,,,,,,,,,,,,,,,,,0,0,0
2783,,,,,,,,,,,,,,,,,,0,0,0
2784,,,,,,,,,,,,,,,,,,0,0,0
2785,,,,,,,,,,,,,,,,,,0,0,0
2786,,,,,,,,,,,,,,,,,,0,0,0
2787,,,,,,,,,,,,,,,,,,0,0,0
2788,,,,,,,,,,,,,,,,,,0,0,0
2789,,,,,,,,,,,,,,,,,,0,0,0
2790,,,,,,,,,,,,,,,,,,0,0,0
2791,,,,,,,,,,,,,,,,,,0,0,0
2792,,,,,,,,,,,,,,,,,,0,0,0
2793,,,,,,,,,,,,,,,,,,0,0,0
2794,,,,,,,,,,,,,,,,,,0,0,0
2795,,,,,,,,,,,,,,,,,,0,0,0
2796,,,,,,,,,,,,,,,,,,0,0,0
2797,,,,,,,,,,,,,,,,,,0,0,0
2798,,,,,,,,,,,,,,,,,,0,0,0
2799,,,,,,,,,,,,,,,,,,0,0,0
2800,,,,,,,,,,,,,,,,,,0,0,0
2801,,,,,,,,,,,,,,,,,,0,0,0
2802,,,,,,,,,,,,,,,,,,0,0,0
2803,,,,,,,,,,,,,,,,,,0,0,0
2804,,,,,,,,,,,,,,,,,,0,0,0
2805,,,,,,,,,,,,,,,,,,0,0,0
2806,,,,,,,,,,,,,,,,,,0,0,0
2807,,,,,,,,,,,,,,,,,,0,0,0
2808,,,,,,,,,,,,,,,,,,0,0,0
2809,,,,,,,,,,,,,,,,,,0,0,0
2810,,,,,,,,,,,,,,,,,,0,0,0
2811,,,,,,,,,,,,,,,,,,0,0,0
2812,,,,,,,,,,,,,,,,,,0,0,0
2813,,,,,,,,,,,,,,,,,,0,0,0
2814,,,,,,,,,,,,,,,,,,0,0,0
2815,,,,,,,,,,,,,,,,,,0,0,0
2816,,,,,,,,,,,,,,,,,,0,0,0
2817,,,,,,,,,,,,,,,,,,0,0,0
2818,,,,,,,,,,,,,,,,,,0,0,0
2819,,,,,,,,,,,,,,,,,,0,0,0
2820,,,,,,,,,,,,,,,,,,0,0,0
2821,,,,,,,,,,,,,,,,,,0,0,0
2822,,,,,,,,,,,,,,,,,,0,0,0
2823,,,,,,,,,,,,,,,,,,0,0,0
2824,,,,,,,,,,,,,,,,,,0,0,0
2825,,,,,,,,,,,,,,,,,,0,0,0
2826,,,,,,,,,,,,,,,,,,0,0,0
2827,,,,,,,,,,,,,,,,,,0,0,0
2828,,,,,,,,,,,,,,,,,,0,0,0
2829,,,,,,,,,,,,,,,,,,0,0,0
2830,,,,,,,,,,,,,,,,,,0,0,0
2831,,,,,,,,,,,,,,,,,,0,0,0
2832,,,,,,,,,,,,,,,,,,0,0,0
2833,,,,,,,,,,,,,,,,,,0,0,0
2834,,,,,,,,,,,,,,,,,,0,0,0
2835,,,,,,,,,,,,,,,,,,0,0,0
2836,,,,,,,,,,,,,,,,,,0,0,0
2837,,,,,,,,,,,,,,,,,,0,0,0
2838,,,,,,,,,,,,,,,,,,0,0,0
2839,,,,,,,,,,,,,,,,,,0,0,0
2840,,,,,,,,,,,,,,,,,,0,0,0
2841,,,,,,,,,,,,,,,,,,0,0,0
2842,,,,,,,,,,,,,,,,,,0,0,0
2843,,,,,,,,,,,,,,,,,,0,0,0
2844,,,,,,,,,,,,,,,,,,0,0,0
2845,,,,,,,,,,,,,,,,,,0,0,0
2846,,,,,,,,,,,,,,,,,,0,0,0
2847,,,,,,,,,,,,,,,,,,0,0,0
2848,,,,,,,,,,,,,,,,,,0,0,0
2849,,,,,,,,,,,,,,,,,,0,0,0
2850,,,,,,,,,,,,,,,,,,0,0,0
2851,,,,,,,,,,,,,,,,,,0,0,0
2852,,,,,,,,,,,,,,,,,,0,0,0
2853,,,,,,,,,,,,,,,,,,0,0,0
2854,,,,,,,,,,,,,,,,,,0,0,0
2855,,,,,,,,,,,,,,,,,,0,0,0
2856,,,,,,,,,,,,,,,,,,0,0,0
2857,,,,,,,,,,,,,,,,,,0,0,0
2858,,,,,,,,,,,,,,,,,,0,0,0
2859,,,,,,,,,,,,,,,,,,0,0,0
2860,,,,,,,,,,,,,,,,,,0,0,0
2861,,,,,,,,,,,,,,,,,,0,0,0
2862,,,,,,,,,,,,,,,,,,0,0,0
2863,,,,,,,,,,,,,,,,,,0,0,0
2864,,,,,,,,,,,,,,,,,,0,0,0
2865,,,,,,,,,,,,,,,,,,0,0,0
2866,,,,,,,,,,,,,,,,,,0,0,0
2867,,,,,,,,,,,,,,,,,,0,0,0
2868,,,,,,,,,,,,,,,,,,0,0,0
2869,,,,,,,,,,,,,,,,,,0,0,0
2870,,,,,,,,,,,,,,,,,,0,0,0
2871,,,,,,,,,,,,,,,,,,0,0,0
2872,,,,,,,,,,,,,,,,,,0,0,0
2873,,,,,,,,,,,,,,,,,,0,0,0
2874,,,,,,,,,,,,,,,,,,0,0,0
2875,,,,,,,,,,,,,,,,,,0,0,0
2876,,,,,,,,,,,,,,,,,,0,0,0
2877,,,,,,,,,,,,,,,,,,0,0,0
2878,,,,,,,,,,,,,,,,,,0,0,0
2879,,,,,,,,,,,,,,,,,,0,0,0
2880,,,,,,,,,,,,,,,,,,0,0,0
2881,,,,,,,,,,,,,,,,,,0,0,0
2882,,,,,,,,,,,,,,,,,,0,0,0
2883,,,,,,,,,,,,,,,,,,0,0,0
2884,,,,,,,,,,,,,,,,,,0,0,0
2885,,,,,,,,,,,,,,,,,,0,0,0
2886,,,,,,,,,,,,,,,,,,0,0,0
2887,,,,,,,,,,,,,,,,,,0,0,0
2888,,,,,,,,,,,,,,,,,,0,0,0
2889,,,,,,,,,,,,,,,,,,0,0,0
2890,,,,,,,,,,,,,,,,,,0,0,0
2891,,,,,,,,,,,,,,,,,,0,0,0
2892,,,,,,,,,,,,,,,,,,0,0,0
2893,,,,,,,,,,,,,,,,,,0,0,0
2894,,,,,,,,,,,,,,,,,,0,0,0
2895,,,,,,,,,,,,,,,,,,0,0,0
2896,,,,,,,,,,,,,,,,,,0,0,0
2897,,,,,,,,,,,,,,,,,,0,0,0
2898,,,,,,,,,,,,,,,,,,0,0,0
2899,,,,,,,,,,,,,,,,,,0,0,0
2900,,,,,,,,,,,,,,,,,,0,0,0
2901,,,,,,,,,,,,,,,,,,0,0,0
2902,,,,,,,,,,,,,,,,,,0,0,0
2903,,,,,,,,,,,,,,,,,,0,0,0
2904,,,,,,,,,,,,,,,,,,0,0,0
2905,,,,,,,,,,,,,,,,,,0,0,0
2906,,,,,,,,,,,,,,,,,,0,0,0
2907,,,,,,,,,,,,,,,,,,0,0,0
2908,,,,,,,,,,,,,,,,,,0,0,0
2909,,,,,,,,,,,,,,,,,,0,0,0
2910,,,,,,,,,,,,,,,,,,0,0,0
2911,,,,,,,,,,,,,,,,,,0,0,0
2912,,,,,,,,,,,,,,,,,,0,0,0
2913,,,,,,,,,,,,,,,,,,0,0,0
2914,,,,,,,,,,,,,,,,,,0,0,0
2915,,,,,,,,,,,,,,,,,,0,0,0
2916,,,,,,,,,,,,,,,,,,0,0,0
2917,,,,,,,,,,,,,,,,,,0,0,0
2918,,,,,,,,,,,,,,,,,,0,0,0
2919,,,,,,,,,,,,,,,,,,0,0,0
2920,,,,,,,,,,,,,,,,,,0,0,0
2921,,,,,,,,,,,,,,,,,,0,0,0
2922,,,,,,,,,,,,,,,,,,0,0,0
2923,,,,,,,,,,,,,,,,,,0,0,0
2924,,,,,,,,,,,,,,,,,,0,0,0
2925,,,,,,,,,,,,,,,,,,0,0,0
2926,,,,,,,,,,,,,,,,,,0,0,0
2927,,,,,,,,,,,,,,,,,,0,0,0
2928,,,,,,,,,,,,,,,,,,0,0,0
2929,,,,,,,,,,,,,,,,,,0,0,0
2930,,,,,,,,,,,,,,,,,,0,0,0
2931,,,,,,,,,,,,,,,,,,0,0,0
2932,,,,,,,,,,,,,,,,,,0,0,0
2933,,,,,,,,,,,,,,,,,,0,0,0
2934,,,,,,,,,,,,,,,,,,0,0,0
2935,,,,,,,,,,,,,,,,,,0,0,0
2936,,,,,,,,,,,,,,,,,,0,0,0
2937,,,,,,,,,,,,,,,,,,0,0,0
2938,,,,,,,,,,,,,,,,,,0,0,0
2939,,,,,,,,,,,,,,,,,,0,0,0
2940,,,,,,,,,,,,,,,,,,0,0,0
2941,,,,,,,,,,,,,,,,,,0,0,0
2942,,,,,,,,,,,,,,,,,,0,0,0
2943,,,,,,,,,,,,,,,,,,0,0,0
2944,,,,,,,,,,,,,,,,,,0,0,0
2945,,,,,,,,,,,,,,,,,,0,0,0
2946,,,,,,,,,,,,,,,,,,0,0,0
2947,,,,,,,,,,,,,,,,,,0,0,0
2948,,,,,,,,,,,,,,,,,,0,0,0
2949,,,,,,,,,,,,,,,,,,0,0,0
2950,,,,,,,,,,,,,,,,,,0,0,0
2951,,,,,,,,,,,,,,,,,,0,0,0
2952,,,,,,,,,,,,,,,,,,0,0,0
2953,,,,,,,,,,,,,,,,,,0,0,0
2954,,,,,,,,,,,,,,,,,,0,0,0
2955,,,,,,,,,,,,,,,,,,0,0,0
2956,,,,,,,,,,,,,,,,,,0,0,0
2957,,,,,,,,,,,,,,,,,,0,0,0
2958,,,,,,,,,,,,,,,,,,0,0,0
2959,,,,,,,,,,,,,,,,,,0,0,0
2960,,,,,,,,,,,,,,,,,,0,0,0
2961,,,,,,,,,,,,,,,,,,0,0,0
2962,,,,,,,,,,,,,,,,,,0,0,0
2963,,,,,,,,,,,,,,,,,,0,0,0
2964,,,,,,,,,,,,,,,,,,0,0,0
2965,,,,,,,,,,,,,,,,,,0,0,0
2966,,,,,,,,,,,,,,,,,,0,0,0
2967,,,,,,,,,,,,,,,,,,0,0,0
2968,,,,,,,,,,,,,,,,,,0,0,0
2969,,,,,,,,,,,,,,,,,,0,0,0
2970,,,,,,,,,,,,,,,,,,0,0,0
2971,,,,,,,,,,,,,,,,,,0,0,0
2972,,,,,,,,,,,,,,,,,,0,0,0
2973,,,,,,,,,,,,,,,,,,0,0,0
2974,,,,,,,,,,,,,,,,,,0,0,0
2975,,,,,,,,,,,,,,,,,,0,0,0
2976,,,,,,,,,,,,,,,,,,0,0,0
2977,,,,,,,,,,,,,,,,,,0,0,0
2978,,,,,,,,,,,,,,,,,,0,0,0
2979,,,,,,,,,,,,,,,,,,0,0,0
2980,,,,,,,,,,,,,,,,,,0,0,0
2981,,,,,,,,,,,,,,,,,,0,0,0
2982,,,,,,,,,,,,,,,,,,0,0,0
2983,,,,,,,,,,,,,,,,,,0,0,0
2984,,,,,,,,,,,,,,,,,,0,0,0
2985,,,,,,,,,,,,,,,,,,0,0,0
2986,,,,,,,,,,,,,,,,,,0,0,0
2987,,,,,,,,,,,,,,,,,,0,0,0
2988,,,,,,,,,,,,,,,,,,0,0,0
2989,,,,,,,,,,,,,,,,,,0,0,0
2990,,,,,,,,,,,,,,,,,,0,0,0
2991,,,,,,,,,,,,,,,,,,0,0,0
2992,,,,,,,,,,,,,,,,,,0,0,0
2993,,,,,,,,,,,,,,,,,,0,0,0
2994,,,,,,,,,,,,,,,,,,0,0,0
2995,,,,,,,,,,,,,,,,,,0,0,0
2996,,,,,,,,,,,,,,,,,,0,0,0
2997,,,,,,,,,,,,,,,,,,0,0,0
2998,,,,,,,,,,,,,,,,,,0,0,0
2999,,,,,,,,,,,,,,,,,,0,0,0
3000,,,,,,,,,,,,,,,,,,0,0,0
3001,,,,,,,,,,,,,,,,,,0,0,0
3002,,,,,,,,,,,,,,,,,,0,0,0
3003,,,,,,,,,,,,,,,,,,0,0,0
3004,,,,,,,,,,,,,,,,,,0,0,0
3005,,,,,,,,,,,,,,,,,,0,0,0
3006,,,,,,,,,,,,,,,,,,0,0,0
3007,,,,,,,,,,,,,,,,,,0,0,0
3008,,,,,,,,,,,,,,,,,,0,0,0
3009,,,,,,,,,,,,,,,,,,0,0,0
3010,,,,,,,,,,,,,,,,,,0,0,0
3011,,,,,,,,,,,,,,,,,,0,0,0
3012,,,,,,,,,,,,,,,,,,0,0,0
3013,,,,,,,,,,,,,,,,,,0,0,0
3014,,,,,,,,,,,,,,,,,,0,0,0
3015,,,,,,,,,,,,,,,,,,0,0,0
3016,,,,,,,,,,,,,,,,,,0,0,0
3017,,,,,,,,,,,,,,,,,,0,0,0
3018,,,,,,,,,,,,,,,,,,0,0,0
3019,,,,,,,,,,,,,,,,,,0,0,0
3020,,,,,,,,,,,,,,,,,,0,0,0
3021,,,,,,,,,,,,,,,,,,0,0,0
3022,,,,,,,,,,,,,,,,,,0,0,0
3023,,,,,,,,,,,,,,,,,,0,0,0
3024,,,,,,,,,,,,,,,,,,0,0,0
3025,,,,,,,,,,,,,,,,,,0,0,0
3026,,,,,,,,,,,,,,,,,,0,0,0
3027,,,,,,,,,,,,,,,,,,0,0,0
3028,,,,,,,,,,,,,,,,,,0,0,0
3029,,,,,,,,,,,,,,,,,,0,0,0
3030,,,,,,,,,,,,,,,,,,0,0,0
3031,,,,,,,,,,,,,,,,,,0,0,0
3032,,,,,,,,,,,,,,,,,,0,0,0
3033,,,,,,,,,,,,,,,,,,0,0,0
3034,,,,,,,,,,,,,,,,,,0,0,0
3035,,,,,,,,,,,,,,,,,,0,0,0
3036,,,,,,,,,,,,,,,,,,0,0,0
3037,,,,,,,,,,,,,,,,,,0,0,0
3038,,,,,,,,,,,,,,,,,,0,0,0
3039,,,,,,,,,,,,,,,,,,0,0,0
3040,,,,,,,,,,,,,,,,,,0,0,0
3041,,,,,,,,,,,,,,,,,,0,0,0
3042,,,,,,,,,,,,,,,,,,0,0,0
3043,,,,,,,,,,,,,,,,,,0,0,0
3044,,,,,,,,,,,,,,,,,,0,0,0
3045,,,,,,,,,,,,,,,,,,0,0,0
3046,,,,,,,,,,,,,,,,,,0,0,0
3047,,,,,,,,,,,,,,,,,,0,0,0
3048,,,,,,,,,,,,,,,,,,0,0,0
3049,,,,,,,,,,,,,,,,,,0,0,0
3050,,,,,,,,,,,,,,,,,,0,0,0
3051,,,,,,,,,,,,,,,,,,0,0,0
3052,,,,,,,,,,,,,,,,,,0,0,0
3053,,,,,,,,,,,,,,,,,,0,0,0
3054,,,,,,,,,,,,,,,,,,0,0,0
3055,,,,,,,,,,,,,,,,,,0,0,0
3056,,,,,,,,,,,,,,,,,,0,0,0
3057,,,,,,,,,,,,,,,,,,0,0,0
3058,,,,,,,,,,,,,,,,,,0,0,0
3059,,,,,,,,,,,,,,,,,,0,0,0
3060,,,,,,,,,,,,,,,,,,0,0,0
3061,,,,,,,,,,,,,,,,,,0,0,0
3062,,,,,,,,,,,,,,,,,,0,0,0
3063,,,,,,,,,,,,,,,,,,0,0,0
3064,,,,,,,,,,,,,,,,,,0,0,0
3065,,,,,,,,,,,,,,,,,,0,0,0
3066,,,,,,,,,,,,,,,,,,0,0,0
3067,,,,,,,,,,,,,,,,,,0,0,0
3068,,,,,,,,,,,,,,,,,,0,0,0
3069,,,,,,,,,,,,,,,,,,0,0,0
3070,,,,,,,,,,,,,,,,,,0,0,0
3071,,,,,,,,,,,,,,,,,,0,0,0
3072,,,,,,,,,,,,,,,,,,0,0,0
3073,,,,,,,,,,,,,,,,,,0,0,0
3074,,,,,,,,,,,,,,,,,,0,0,0
3075,,,,,,,,,,,,,,,,,,0,0,0
3076,,,,,,,,,,,,,,,,,,0,0,0
3077,,,,,,,,,,,,,,,,,,0,0,0
3078,,,,,,,,,,,,,,,,,,0,0,0
3079,,,,,,,,,,,,,,,,,,0,0,0
3080,,,,,,,,,,,,,,,,,,0,0,0
3081,,,,,,,,,,,,,,,,,,0,0,0
3082,,,,,,,,,,,,,,,,,,0,0,0
3083,,,,,,,,,,,,,,,,,,0,0,0
3084,,,,,,,,,,,,,,,,,,0,0,0
3085,,,,,,,,,,,,,,,,,,0,0,0
3086,,,,,,,,,,,,,,,,,,0,0,0
3087,,,,,,,,,,,,,,,,,,0,0,0
3088,,,,,,,,,,,,,,,,,,0,0,0
3089,,,,,,,,,,,,,,,,,,0,0,0
3090,,,,,,,,,,,,,,,,,,0,0,0
3091,,,,,,,,,,,,,,,,,,0,0,0
3092,,,,,,,,,,,,,,,,,,0,0,0
3093,,,,,,,,,,,,,,,,,,0,0,0
3094,,,,,,,,,,,,,,,,,,0,0,0
3095,,,,,,,,,,,,,,,,,,0,0,0
3096,,,,,,,,,,,,,,,,,,0,0,0
3097,,,,,,,,,,,,,,,,,,0,0,0
3098,,,,,,,,,,,,,,,,,,0,0,0
3099,,,,,,,,,,,,,,,,,,0,0,0
3100,,,,,,,,,,,,,,,,,,0,0,0
3101,,,,,,,,,,,,,,,,,,0,0,0
3102,,,,,,,,,,,,,,,,,,0,0,0
3103,,,,,,,,,,,,,,,,,,0,0,0
3104,,,,,,,,,,,,,,,,,,0,0,0
3105,,,,,,,,,,,,,,,,,,0,0,0
3106,,,,,,,,,,,,,,,,,,0,0,0
3107,,,,,,,,,,,,,,,,,,0,0,0
3108,,,,,,,,,,,,,,,,,,0,0,0
3109,,,,,,,,,,,,,,,,,,0,0,0
3110,,,,,,,,,,,,,,,,,,0,0,0
3111,,,,,,,,,,,,,,,,,,0,0,0
3112,,,,,,,,,,,,,,,,,,0,0,0
3113,,,,,,,,,,,,,,,,,,0,0,0
3114,,,,,,,,,,,,,,,,,,0,0,0
3115,,,,,,,,,,,,,,,,,,0,0,0
3116,,,,,,,,,,,,,,,,,,0,0,0
3117,,,,,,,,,,,,,,,,,,0,0,0
3118,,,,,,,,,,,,,,,,,,0,0,0
3119,,,,,,,,,,,,,,,,,,0,0,0
3120,,,,,,,,,,,,,,,,,,0,0,0
3121,,,,,,,,,,,,,,,,,,0,0,0
3122,,,,,,,,,,,,,,,,,,0,0,0
3123,,,,,,,,,,,,,,,,,,0,0,0
3124,,,,,,,,,,,,,,,,,,0,0,0
3125,,,,,,,,,,,,,,,,,,0,0,0
3126,,,,,,,,,,,,,,,,,,0,0,0
3127,,,,,,,,,,,,,,,,,,0,0,0
3128,,,,,,,,,,,,,,,,,,0,0,0
3129,,,,,,,,,,,,,,,,,,0,0,0
3130,,,,,,,,,,,,,,,,,,0,0,0
3131,,,,,,,,,,,,,,,,,,0,0,0
3132,,,,,,,,,,,,,,,,,,0,0,0
3133,,,,,,,,,,,,,,,,,,0,0,0
3134,,,,,,,,,,,,,,,,,,0,0,0
3135,,,,,,,,,,,,,,,,,,0,0,0
3136,,,,,,,,,,,,,,,,,,0,0,0
3137,,,,,,,,,,,,,,,,,,0,0,0
3138,,,,,,,,,,,,,,,,,,0,0,0
3139,,,,,,,,,,,,,,,,,,0,0,0
3140,,,,,,,,,,,,,,,,,,0,0,0
3141,,,,,,,,,,,,,,,,,,0,0,0
3142,,,,,,,,,,,,,,,,,,0,0,0
3143,,,,,,,,,,,,,,,,,,0,0,0
3144,,,,,,,,,,,,,,,,,,0,0,0
3145,,,,,,,,,,,,,,,,,,0,0,0
3146,,,,,,,,,,,,,,,,,,0,0,0
3147,,,,,,,,,,,,,,,,,,0,0,0
3148,,,,,,,,,,,,,,,,,,0,0,0
3149,,,,,,,,,,,,,,,,,,0,0,0
3150,,,,,,,,,,,,,,,,,,0,0,0
3151,,,,,,,,,,,,,,,,,,0,0,0
3152,,,,,,,,,,,,,,,,,,0,0,0
3153,,,,,,,,,,,,,,,,,,0,0,0
3154,,,,,,,,,,,,,,,,,,0,0,0
3155,,,,,,,,,,,,,,,,,,0,0,0
3156,,,,,,,,,,,,,,,,,,0,0,0
3157,,,,,,,,,,,,,,,,,,0,0,0
3158,,,,,,,,,,,,,,,,,,0,0,0
3159,,,,,,,,,,,,,,,,,,0,0,0
3160,,,,,,,,,,,,,,,,,,0,0,0
3161,,,,,,,,,,,,,,,,,,0,0,0
3162,,,,,,,,,,,,,,,,,,0,0,0
3163,,,,,,,,,,,,,,,,,,0,0,0
3164,,,,,,,,,,,,,,,,,,0,0,0
3165,,,,,,,,,,,,,,,,,,0,0,0
3166,,,,,,,,,,,,,,,,,,0,0,0
3167,,,,,,,,,,,,,,,,,,0,0,0
3168,,,,,,,,,,,,,,,,,,0,0,0
3169,,,,,,,,,,,,,,,,,,0,0,0
3170,,,,,,,,,,,,,,,,,,0,0,0
3171,,,,,,,,,,,,,,,,,,0,0,0
3172,,,,,,,,,,,,,,,,,,0,0,0
3173,,,,,,,,,,,,,,,,,,0,0,0
3174,,,,,,,,,,,,,,,,,,0,0,0
3175,,,,,,,,,,,,,,,,,,0,0,0
3176,,,,,,,,,,,,,,,,,,0,0,0
3177,,,,,,,,,,,,,,,,,,0,0,0
3178,,,,,,,,,,,,,,,,,,0,0,0
3179,,,,,,,,,,,,,,,,,,0,0,0
3180,,,,,,,,,,,,,,,,,,0,0,0
3181,,,,,,,,,,,,,,,,,,0,0,0
3182,,,,,,,,,,,,,,,,,,0,0,0
3183,,,,,,,,,,,,,,,,,,0,0,0
3184,,,,,,,,,,,,,,,,,,0,0,0
3185,,,,,,,,,,,,,,,,,,0,0,0
3186,,,,,,,,,,,,,,,,,,0,0,0
3187,,,,,,,,,,,,,,,,,,0,0,0
3188,,,,,,,,,,,,,,,,,,0,0,0
3189,,,,,,,,,,,,,,,,,,0,0,0
3190,,,,,,,,,,,,,,,,,,0,0,0
3191,,,,,,,,,,,,,,,,,,0,0,0
3192,,,,,,,,,,,,,,,,,,0,0,0
3193,,,,,,,,,,,,,,,,,,0,0,0
3194,,,,,,,,,,,,,,,,,,0,0,0
3195,,,,,,,,,,,,,,,,,,0,0,0
3196,,,,,,,,,,,,,,,,,,0,0,0
3197,,,,,,,,,,,,,,,,,,0,0,0
3198,,,,,,,,,,,,,,,,,,0,0,0
3199,,,,,,,,,,,,,,,,,,0,0,0
3200,,,,,,,,,,,,,,,,,,0,0,0
3201,,,,,,,,,,,,,,,,,,0,0,0
3202,,,,,,,,,,,,,,,,,,0,0,0
3203,,,,,,,,,,,,,,,,,,0,0,0
3204,,,,,,,,,,,,,,,,,,0,0,0
3205,,,,,,,,,,,,,,,,,,0,0,0
3206,,,,,,,,,,,,,,,,,,0,0,0
3207,,,,,,,,,,,,,,,,,,0,0,0
3208,,,,,,,,,,,,,,,,,,0,0,0
3209,,,,,,,,,,,,,,,,,,0,0,0
3210,,,,,,,,,,,,,,,,,,0,0,0
3211,,,,,,,,,,,,,,,,,,0,0,0
3212,,,,,,,,,,,,,,,,,,0,0,0
3213,,,,,,,,,,,,,,,,,,0,0,0
3214,,,,,,,,,,,,,,,,,,0,0,0
3215,,,,,,,,,,,,,,,,,,0,0,0
3216,,,,,,,,,,,,,,,,,,0,0,0
3217,,,,,,,,,,,,,,,,,,0,0,0
3218,,,,,,,,,,,,,,,,,,0,0,0
3219,,,,,,,,,,,,,,,,,,0,0,0
3220,,,,,,,,,,,,,,,,,,0,0,0
3221,,,,,,,,,,,,,,,,,,0,0,0
3222,,,,,,,,,,,,,,,,,,0,0,0
3223,,,,,,,,,,,,,,,,,,0,0,0
3224,,,,,,,,,,,,,,,,,,0,0,0
3225,,,,,,,,,,,,,,,,,,0,0,0
3226,,,,,,,,,,,,,,,,,,0,0,0
3227,,,,,,,,,,,,,,,,,,0,0,0
3228,,,,,,,,,,,,,,,,,,0,0,0
3229,,,,,,,,,,,,,,,,,,0,0,0
3230,,,,,,,,,,,,,,,,,,0,0,0
3231,,,,,,,,,,,,,,,,,,0,0,0
3232,,,,,,,,,,,,,,,,,,0,0,0
3233,,,,,,,,,,,,,,,,,,0,0,0
3234,,,,,,,,,,,,,,,,,,0,0,0
3235,,,,,,,,,,,,,,,,,,0,0,0
3236,,,,,,,,,,,,,,,,,,0,0,0
3237,,,,,,,,,,,,,,,,,,0,0,0
3238,,,,,,,,,,,,,,,,,,0,0,0
3239,,,,,,,,,,,,,,,,,,0,0,0
3240,,,,,,,,,,,,,,,,,,0,0,0
3241,,,,,,,,,,,,,,,,,,0,0,0
3242,,,,,,,,,,,,,,,,,,0,0,0
3243,,,,,,,,,,,,,,,,,,0,0,0
3244,,,,,,,,,,,,,,,,,,0,0,0
3245,,,,,,,,,,,,,,,,,,0,0,0
3246,,,,,,,,,,,,,,,,,,0,0,0
3247,,,,,,,,,,,,,,,,,,0,0,0
3248,,,,,,,,,,,,,,,,,,0,0,0
3249,,,,,,,,,,,,,,,,,,0,0,0
3250,,,,,,,,,,,,,,,,,,0,0,0
3251,,,,,,,,,,,,,,,,,,0,0,0
3252,,,,,,,,,,,,,,,,,,0,0,0
3253,,,,,,,,,,,,,,,,,,0,0,0
3254,,,,,,,,,,,,,,,,,,0,0,0
3255,,,,,,,,,,,,,,,,,,0,0,0
3256,,,,,,,,,,,,,,,,,,0,0,0
3257,,,,,,,,,,,,,,,,,,0,0,0
3258,,,,,,,,,,,,,,,,,,0,0,0
3259,,,,,,,,,,,,,,,,,,0,0,0
3260,,,,,,,,,,,,,,,,,,0,0,0
3261,,,,,,,,,,,,,,,,,,0,0,0
3262,,,,,,,,,,,,,,,,,,0,0,0
3263,,,,,,,,,,,,,,,,,,0,0,0
3264,,,,,,,,,,,,,,,,,,0,0,0
3265,,,,,,,,,,,,,,,,,,0,0,0
3266,,,,,,,,,,,,,,,,,,0,0,0
3267,,,,,,,,,,,,,,,,,,0,0,0
3268,,,,,,,,,,,,,,,,,,0,0,0
3269,,,,,,,,,,,,,,,,,,0,0,0
3270,,,,,,,,,,,,,,,,,,0,0,0
3271,,,,,,,,,,,,,,,,,,0,0,0
3272,,,,,,,,,,,,,,,,,,0,0,0
3273,,,,,,,,,,,,,,,,,,0,0,0
3274,,,,,,,,,,,,,,,,,,0,0,0
3275,,,,,,,,,,,,,,,,,,0,0,0
3276,,,,,,,,,,,,,,,,,,0,0,0
3277,,,,,,,,,,,,,,,,,,0,0,0
3278,,,,,,,,,,,,,,,,,,0,0,0
3279,,,,,,,,,,,,,,,,,,0,0,0
3280,,,,,,,,,,,,,,,,,,0,0,0
3281,,,,,,,,,,,,,,,,,,0,0,0
3282,,,,,,,,,,,,,,,,,,0,0,0
3283,,,,,,,,,,,,,,,,,,0,0,0
3284,,,,,,,,,,,,,,,,,,0,0,0
3285,,,,,,,,,,,,,,,,,,0,0,0
3286,,,,,,,,,,,,,,,,,,0,0,0
3287,,,,,,,,,,,,,,,,,,0,0,0
3288,,,,,,,,,,,,,,,,,,0,0,0
3289,,,,,,,,,,,,,,,,,,0,0,0
3290,,,,,,,,,,,,,,,,,,0,0,0
3291,,,,,,,,,,,,,,,,,,0,0,0
3292,,,,,,,,,,,,,,,,,,0,0,0
3293,,,,,,,,,,,,,,,,,,0,0,0
3294,,,,,,,,,,,,,,,,,,0,0,0
3295,,,,,,,,,,,,,,,,,,0,0,0
3296,,,,,,,,,,,,,,,,,,0,0,0
3297,,,,,,,,,,,,,,,,,,0,0,0
